service_name,category_tree
Refill fast acrigel/acrilico/gel ,Manicure
Ricostruzione babyboomer ,Manicure
Babyboomer in struttura ,Manicure
Pedicure curativo,Pedicure
Pedicure estetico,Pedicure
Pedicure estetico + Smalto classico,Pedicure
Pedicure estetico + Smalto semipermanente,Pedicure
Pedicure curativo + smalto classico,Pedicure
Pedicure curativo callus peeling MAVEX,Pedicure
Semipermanente piedi,Pedicure
Labbro Superiore,Ceretta
Gambe intere (senza inguine),Ceretta
Gambe + Inguine,Ceretta
Inguine Bikini,Ceretta
Inguine Integrale,Ceretta
Braccia intero,Ceretta
Gluteo + inguine ,Ceretta
Metà gamba e inguine,Ceretta
Cera gamba intera con inguine parziale ,Ceretta
Cera gamba con inguine integrale,Ceretta
Metà gamba inferiore o superiore ,Ceretta
Ascelle,Ceretta
Braccio parziale ,Ceretta
Pulizia viso detox sonora ,Trattamenti viso
Trattamento illuminante,Trattamenti viso
Trattamento Anti-age,Trattamenti viso
Trattamento acne ,Trattamenti viso
Radiofrequenza viso + trattamento,Trattamenti viso
Make-up,Trattamenti viso
Sopracciglia Pinzetta,Sopracciglia & Ciglia
Sopracciglia con filo arabo,Sopracciglia & Ciglia
Hennè sopracciglia ,Sopracciglia & Ciglia
Extension ciglia one to one ,Sopracciglia & Ciglia
Extension ciglia volume ,Sopracciglia & Ciglia
Extension ciglia effetto bagnato,Sopracciglia & Ciglia
Peeling botanico total body,Trattamenti Corpo
"Massaggio GAG (Gambe, Addome, Glutei)",Trattamenti Corpo
Massaggio Total Body Relax,Trattamenti Corpo
Massaggio relax schiena-cervicale  ,Trattamenti Corpo
Trattamento anti-macchie,Trattamenti viso
Trattamento corpo gambe pesanti,""
Laser Gambe Intere,Trattamento Epilazione Laser Donna
Laser Metà Gambe Superiore,Trattamento Epilazione Laser Donna
Laser Metà Gambe Inferiore,Trattamento Epilazione Laser Donna
Laser Gambe + Inguine,Trattamento Epilazione Laser Donna
Laser Inguine Bikini,Trattamento Epilazione Laser Donna
Laser Inguine Integrale,Trattamento Epilazione Laser Donna
Laser Baffetto,Trattamento Epilazione Laser Donna
Laser Viso Completo,Trattamento Epilazione Laser Donna
Laser Mento Ristretto,Trattamento Epilazione Laser Donna
Laser Mento Esteso,Trattamento Epilazione Laser Donna
Laser Ascelle,Trattamento Epilazione Laser Donna
Laser Glutei,Trattamento Epilazione Laser Donna
Laser Braccia,Trattamento Epilazione Laser Donna
Laser Gambe,Trattamento Epilazione Laser Uomo
Laser Addome,Trattamento Epilazione Laser Uomo
Laser Petto,Trattamento Epilazione Laser Uomo
Laser Petto + Addome,Trattamento Epilazione Laser Uomo
Laser Schiena Superiore,Trattamento Epilazione Laser Uomo
Laser Schiena Inferiore,Trattamento Epilazione Laser Uomo
Laser Schiena Completa,Trattamento Epilazione Laser Uomo
Laser Glutei,Trattamento Epilazione Laser Uomo
Radiofrequenza viso o corpo ,Radio Frequenza
Consulenza Viso,Consulenza
Consulenza Corpo,Consulenza
Consulenza Trattamento di Epilazione Laser,Consulenza
Viso,Solarium
"Radiofrequenza addome e massaggio gambe, addome",Radio Frequenza
"Radio. glutei/interno coscia e massaggio gambe,addome",Radio Frequenza
"Radiofrequenza coscia e massaggio gambe,addome",Radio Frequenza
Total body,Solarium
Riparazione Unghia,Manicure
Refil ciglia one to one,Sopracciglia & Ciglia
Refil ciglia volume,Sopracciglia & Ciglia
Rimozione semipermanente ,Manicure
Cera schiena,Ceretta
Cera petto,Ceretta
Filo arabo viso ,Ceretta
Supplemento french/babyboomer in superficie ,Manicure
Laser ascelle ,Trattamento Epilazione Laser Uomo
Laser braccia ,Trattamento Epilazione Laser Uomo
Sposa,""
Microneedling,Trattamenti viso
Bb Glow,Trattamenti viso
Pausa,""
Kombo viso ,Trattamenti viso
Trattamento viso Oxy Lifting ,Trattamenti viso
Trattamento occhi e labbra,Trattamenti viso
Trattamento viso pre e post sole,Trattamenti viso
Trattamento viso rilassante ,Trattamenti viso
Trattamento smagliature e ipotonia cutanea ,Trattamenti Corpo
"Trattamento corpo Adiposità, cellulite, ritenzione idrica",""
PMU sopracciglia ,Sopracciglia & Ciglia
Lash Filler ,Sopracciglia & Ciglia
Brow lift ,Sopracciglia & Ciglia
Appl. Scrub + gel,NON TOCCARE
Trattamento Pressoterapia,NON TOCCARE
Massaggio,NON TOCCARE
Appl. Scrub + bende,NON TOCCARE
Rimozione tatuaggio,Sopracciglia & Ciglia
Applicazione ciglia ciuffetti ,Sopracciglia & Ciglia
Refill acrigel/acrilico/gel ,Manicure
Smalto semipermanente,Manicure
Manicure no smalto,Manicure
Manicure + smalto classico,Manicure
Rimozione + Smalto Semipermanente,Manicure
Rimozione smalto semipermanente mani con scrub ungueale,Manicure
Pedicure ,Pedicure
 Semipermanente piedi,Pedicure
Sopracciglia,Ceretta
Labbro Superiore,Ceretta
Gamba + coscia+ inguine bikini,Ceretta
Gamba + coscia/gamba+inguine bikini/coscia + inguine bikini,Ceretta
Inguine bikini,Ceretta
Inguine Integrale,Ceretta
Braccia,Ceretta
Gluteo,Ceretta
Petto,Ceretta
Schiena,Ceretta
Ascelle,Ceretta
Elettrocoagulazione,Trattamenti viso
Pulizia viso,Trattamenti viso
Trattamenti viso intensivi,Trattamenti viso
Trattamenti antiage con radiofrequenza,Trattamenti viso
Minitrattamento viso con maschera e crema specifica,Trattamenti viso
Trattamento viso con Nir,Trattamenti viso
Trucco,Trattamenti viso
Trattamento corpo con Nir,Trattamenti Corpo
Trattamento detossinante corpo,Trattamenti Corpo
Scrub corpo,Trattamenti Corpo
"Massaggio GAG (Gambe, Addome, Glutei)",Trattamenti Corpo
Massaggio Total Boody Relax,Trattamenti Corpo
Massaggio Schiena Relax,Trattamenti Corpo
Montaggio Presso ,Trattamenti Corpo
Trattamento Presso,Trattamenti Corpo
Elettrotono,Trattamenti Corpo
Laser Gambe + Coscia + Inguine + (Ascelle In Omaggio),Trattamento Epilazione Laser Donna
Laser Metà Gambe Superiore,Trattamento Epilazione Laser Donna
Laser Metà Gambe Inferiore,Trattamento Epilazione Laser Donna
Laser Gambe + Inguine,Trattamento Epilazione Laser Donna
Laser Inguine Bikini,Trattamento Epilazione Laser Donna
Laser Inguine Integrale,Trattamento Epilazione Laser Donna
Laser Baffetto,Trattamento Epilazione Laser Donna
Laser Viso Completo,Trattamento Epilazione Laser Donna
Laser Mento Ristretto,Trattamento Epilazione Laser Donna
Laser Mento Esteso,Trattamento Epilazione Laser Donna
Laser Ascelle,Trattamento Epilazione Laser Donna
Laser Glutei,Trattamento Epilazione Laser Donna
Laser Schiena,Trattamento Epilazione Laser Donna
Laser Braccia,Trattamento Epilazione Laser Donna
Laser Braccia,Trattamento Epilazione Laser Uomo
Laser Schiena,Trattamento Epilazione Laser Uomo
Laser Petto,Trattamento Epilazione Laser Uomo
Laser Petto + Schiena,Trattamento Epilazione Laser Uomo
Consulenza Viso,Consulenza
Consulenza Corpo,Consulenza
Consulenza Trattamento di Epilazione Laser,Consulenza
Labbro Superiore + Sopracciglia,Ceretta
Pedicure  con Onyclip (correttore unghie),Pedicure
Laser Petto,Trattamento Epilazione Laser Donna
Laser Inguine + Ascelle,Trattamento Epilazione Laser Donna
RADIOFREQUENZA CORPO+LIPO,CORPO
SLIM UP BODY DESIGNER 90min ,CORPO
SLIM UP BODY DESIGNER 60min,CORPO
CRIOSLIM,CORPO
LPG CORPO,CORPO
PRESSO + BENDAGGIO SLIM CELL,CORPO
TRATTAMENTO TONIFICANTE SENO,CORPO
TRATT. SMART BRACCIA,CORPO
CALCO ALGINATO CORPO,CORPO
PRESSO+ BENDAGGIO DRENANTE SALINO ,CORPO
BENDAGGI DRENANTI SALINI,CORPO
PRESSO+BENDAGGIO RIDUCENTE FOSFATIDILCOLINA,CORPO
BENDAGGI  RIDUCENTI FOSFATIDICOLINA,CORPO
PRESSO+BENDAGGIO TONIFICANTE CENTELLA,CORPO
BENDAGGI TONIFICANTI CENTELLA,CORPO
RADIOFREQUENZA CORPO,CORPO
IMPACCO NUTRIENTE CORPO,CORPO
ELETTROPORATORE CORPO,CORPO
PRESSO+FANGOTERAPIA,CORPO
FANGOTERAPIA ,CORPO
DERMO TONIC,CORPO
DERMO CELL,CORPO
DERMO LIPO,CORPO
DERMO DREIN,CORPO
PEELING CORPO GLICOLICO,CORPO
SCRUB CORPO,CORPO
PRESSOTERAPIA,CORPO
PULIZIA SCHIENA,CORPO
SLIM UP MASS+TONE,CORPO
DIODO GLUTEI,DIODO
DIODO MEZZA GAMBA,DIODO
DIODO SCHIENA TOTALE,DIODO
DIODO SCHIENA PARZIALE,DIODO
DIODO ADDOME,DIODO
DIODO PETTO,DIODO
DIODO GAMBE,DIODO
DIODO COSCE,DIODO
DIODO MEZZO BRACCIA,DIODO
DIODO BRACCIA,DIODO
DIODO INGUINE TOTALE,DIODO
DIODO INGUINE BRASILIANO,DIODO
DIODO ASCELLE,DIODO
DIODO VISO COMPLETO,DIODO
DIODO BASETTE,DIODO
DIODO MENTO,DIODO
DIODO LABIALE,DIODO
SKINS SOPRACCIGLIA,EPILAZIONE
SKINS VISO,EPILAZIONE
SKINS UOMO SCHIENA FASCIA BASSA,EPILAZIONE
SKINS UOMO SCHIENA,EPILAZIONE
SKINS UOMO GAMBE,EPILAZIONE
SKINS UOMO MEZZA GAMBA,EPILAZIONE
SKINS UOMO BRACCIA,EPILAZIONE
SKINS UOMO PETTO+ADDOME,EPILAZIONE
SKINS DITA MANI/PIEDI,EPILAZIONE
SKINS AVAMBRACCI,EPILAZIONE
SKINS ADDOME,EPILAZIONE
SKINS SPALLE,EPILAZIONE
SKINS GUANCE,EPILAZIONE
SKINS UOMO PETTO,EPILAZIONE
SKINS LABIALE,EPILAZIONE
SKINS INGUINE TOTALE,EPILAZIONE
SKINS INGUINE BRASILIANO,EPILAZIONE
SKINS INGUINE,EPILAZIONE
SKINS GLUTEI,EPILAZIONE
SKINS GAMBE,EPILAZIONE
SKINS BRACCIA,EPILAZIONE
SKINS ASCELLE,EPILAZIONE
SKINS MENTO,EPILAZIONE
SKINS MEZZA GAMBA,EPILAZIONE
CERA INGUINE TOTALE,EPILAZIONE
CERA MEZZA GAMBA+ INGUINE,EPILAZIONE
CERA GLUTEI,EPILAZIONE
SOPRACCIGLIA,EPILAZIONE
CERA LABIALE,EPILAZIONE
CERA MEZZA GAMBA  ,EPILAZIONE
CERA VISO,EPILAZIONE
CERA SCHIENA,EPILAZIONE
CERA PETTO,EPILAZIONE
CERA PETTO+ADDOME,EPILAZIONE
CERA ASCELLE,EPILAZIONE
CERA BRACCIA,EPILAZIONE
CERA INGUINE,EPILAZIONE
CERA GAMBE,EPILAZIONE
"CERA INTERA GAMBE,INGUINE TOTALE",EPILAZIONE
"CERA INTERA GAMBE,INGUINE",EPILAZIONE
TRATT. L.P. COUPEROSE,IPL
FOTORINGIOVANIMENTO,IPL
L.P. MEZZA GAMBA+INGUINE,IPL
L.P.INESTETISMI CUTANEI,IPL
L.P. LINEA ALBA,IPL
L.P. INTERA+INGUINE,IPL
L.P. MEZZA GAMBA,IPL
L.P. TORACE,IPL
L.P. GAMBE,IPL
L.P. SCHIENA,IPL
L.P. INGUINE,IPL
L.P. ASCELLE,IPL
L.P. BRACCIA,IPL
L.P. VISO,IPL
L.P. MENTO,IPL
L.P. GLUTEI,IPL
L.P. LABBRO SUPERIORE,IPL
MASSAGGIO MAORI,MASSAGGI
MASSAGGIO LOMI LOMI,MASSAGGI
MASSAGGIO SPORTIVO,MASSAGGI
SAVONAGE,MASSAGGI
MASSAGGIO  30min,MASSAGGI
M. AYURVEDICO 90MIN,MASSAGGI
MASSAGGIO DI COPPIA 30min,MASSAGGI
MASSAGGIO EMO-LINFATICO,MASSAGGI
MASSAGGIO DECONTRATTURANTE,MASSAGGI
MASSAGGIO DI COPPIA,MASSAGGI
CANDLE MASSAGE,MASSAGGI
MASSAGGIO AL PINDASWEDA,MASSAGGI
MASSAGGIO SALINO,MASSAGGI
MASSAGGIO CIRCOLATORIO,MASSAGGI
MASSAGGIO STONE,MASSAGGI
MASSAGGIO CON OLII CALDI,MASSAGGI
MASSAGGIO AYURVEDICO,MASSAGGI
MASSAGGIO CERVICALE,MASSAGGI
CRANIO SACRALE PARZIALE,MASSAGGI
MASSAGGIO CONNETTIVALE,MASSAGGI
RIFLESSOLOGIA PLANTARE 30min,MASSAGGI
RIFLESSOLOGIA PLANTARE,MASSAGGI
MASSAGGIO ANTISTRESS,MASSAGGI
MASSAGGIO ANTICELLULITE,MASSAGGI
LINFODRENAGGIO DR. VODDER,MASSAGGI
PEDICURE ESTETICO+SEMIPERMANENTE,NAILS
RICOSTRUZIONE CARTINE,NAILS
COPERTURA UNGHIE NATURALI,NAILS
ACRILGEL ,NAILS
REFILL GEL,NAILS
REFILL GEL FRENCH,NAILS
TRATTAMENTO IBX,NAILS
PEDICURE SUP+SEMIPERMANENTE,NAILS
MANICURE+SEMIPERMANENTE,NAILS
RIMOZIONE SEMI+MANICURE,NAILS
TRATT. MANI,NAILS
BENDAGGIO PIEDI,NAILS
SEMIPERMANENTE PIEDI,NAILS
RIMOZIONE+SEMIPERMANENTE,NAILS
SEMIPERMANENTE MANI,NAILS
RIMOZIONE SEMIPERMANENTE,NAILS
MANICURE RAPID+SEMIPERMANENTE,NAILS
SMONTAGGIO GEL,NAILS
SCRUB PIEDI,NAILS
RICOSTRUZIONE PIEDI GEL CON FRENCH,NAILS
RICOSTRUZIONE DI UN UNGHIA,NAILS
FRENCH MANICURE,NAILS
FRENCH PEDICURE,NAILS
CAMBIO SMALTO,NAILS
COPERTURA PIEDI IN GEL ,NAILS
RICOSTRUZIONE PIEDI IN GEL ,NAILS
RICOSTRUZIONE MANI GEL CON FRENCH,NAILS
MANICURE,NAILS
PEDICURE SUPERIORE,NAILS
PEDICURE ESTETICO,NAILS
SMART BOX,""
RADIOFREQUENZA VISO + LIPO,VISO
CARBON MASK,VISO
LAMINAZIONE SOPRACCIGLIA,VISO
NEEDLING LABBRA,VISO
LAMINAZIONE CIGLIA,VISO
NEEDLING,VISO
LPG VISO 30min,VISO
LPG VISO 45min,VISO
NERIVA TRATT. VIP,VISO
CONNETTIVALE VISO,VISO
PULIZIA VISO DOPPI ACIDI,VISO
NERIVA TRATT. HELIX,VISO
MICRODERMOABRASIONE,VISO
ELETTROPORATORE VISO,VISO
RADIOFREQUENZA VISO,VISO
TRATT. SMART LABBRA OCCHI,VISO
TRATTAMENTO 7 ACIDI,VISO
TRATT. VISO X2 30min,VISO
NERIVA TRATT.BIOCOSMECEUTICO,VISO
NERIVA TRATT. ECLAIRAGE,VISO
LINFODRENAGGIO VISO,VISO
TINTURA SOPRACCIGLIA,VISO
PULIZIA VISO,VISO
WONDERBODY,CORPO
MASSAGGIO CON COPPETTAZIONE,MASSAGGI
MASSAGGIO VISO KOBIDO,VISO
MAKE-UP,VISO
SILK FLUSH,VISO
P-SHINE,NAILS
FANGOMASSAGE,MASSAGGI
MASSAGGIO DECONTRATTURANTE SCHIENA,MASSAGGI
MASSAGGIO PLANTARE,MASSAGGI
PEELING CORPO GLICOLICO 30 MIN,CORPO
CERA GAMBE UOMO,EPILAZIONE
CERA BRACCIA UOMO,EPILAZIONE
CERA TORACE UOMO,EPILAZIONE
RAPID MANI,NAILS
RAPID PIEDI,NAILS
TRATT. PIEDI SUBLIMI,NAILS
SCRUB CORPO 30MIN,CORPO
RADIOFREQUENZA CORPO LOCALIZZATA,CORPO
SLIM UP MASS+TONE LOCALIZZATO,CORPO
TRATT. VISO SMART,VISO
LPG COMBINATO,CORPO
MICROBLADING,VISO
RADIOFREQUENZA CORPO,CORPO
CRIOSLIM,CORPO
ENDERMOLOGIE,CORPO
ENDERMOLOGIE ,CORPO
ENDERMOLOGIE,CORPO
PRESSO+ DRAIN CELL SLIM,CORPO
TRATTAMENTO TONIFICANTE SENO,CORPO
TRATT. SMART BRACCIA,CORPO
CALCO ALGINATO CORPO,CORPO
PRESSO+ BENDAGGIO DRENANTE SALINO ,CORPO
BENDAGGI DRENANTI SALINI,CORPO
PRESSO+BENDAGGIO RIDUCENTE FOSFATIDILCOLINA,CORPO
BENDAGGI  RIDUCENTI FOSFATIDICOLINA,CORPO
PRESSO+BENDAGGIO TONIFICANTE CENTELLA,CORPO
BENDAGGI TONIFICANTI CENTELLA,CORPO
IMPACCO NUTRIENTE CORPO,CORPO
ELETTROPORATORE CORPO,CORPO
PRESSO+FANGOTERAPIA,CORPO
FANGOTERAPIA ,CORPO
DERMO TONIC,CORPO
DERMO CELL,CORPO
DERMO LIPO,CORPO
DERMO DREIN,CORPO
PEELING CORPO GLICOLICO,CORPO
SCRUB CORPO,CORPO
SLIM UP DRAIN (PRESSOTERAPIA),CORPO
PULIZIA SCHIENA,CORPO
SLIM UP  ULTRA MASS+TONE,CORPO
DIODO GLUTEI,DIODO
DIODO MEZZA GAMBA,DIODO
DIODO SCHIENA TOTALE,DIODO
DIODO SCHIENA PARZIALE,DIODO
DIODO ADDOME,DIODO
DIODO PETTO,DIODO
DIODO GAMBE,DIODO
DIODO COSCE,DIODO
DIODO MEZZO BRACCIA,DIODO
DIODO BRACCIA,DIODO
DIODO INGUINE TOTALE,DIODO
DIODO INGUINE BRASILIANO,DIODO
DIODO ASCELLE,DIODO
DIODO VISO COMPLETO,DIODO
DIODO BASETTE,DIODO
DIODO MENTO,DIODO
DIODO LABIALE,DIODO
SKINS SOPRACCIGLIA,EPILAZIONE
SKINS VISO,EPILAZIONE
SKIN UOMO SCHIENA FASCIA BASSA,EPILAZIONE
SKIN UOMO SCHIENA,EPILAZIONE
SKIN UOMO GAMBE,EPILAZIONE
SKIN UOMO MEZZA GAMBA,EPILAZIONE
SKIN UOMO BRACCIA,EPILAZIONE
SKIN UOMO PETTO+ADDOME,EPILAZIONE
SKIN DITA MANI/PIEDI,EPILAZIONE
SKIN AVAMBRACCI,EPILAZIONE
SKIN ADDOME,EPILAZIONE
SKIN SPALLE,EPILAZIONE
SKIN GUANCE,EPILAZIONE
SKIN UOMO PETTO,EPILAZIONE
SKIN LABIALE,EPILAZIONE
SKIN INGUINE TOTALE,EPILAZIONE
SKIN INGUINE BRASILIANO,EPILAZIONE
SKIN INGUINE,EPILAZIONE
SKIN GLUTEI,EPILAZIONE
SKIN GAMBE,EPILAZIONE
SKIN BRACCIA,EPILAZIONE
SKIN ASCELLE,EPILAZIONE
SKIN MENTO,EPILAZIONE
SKIN MEZZA GAMBA,EPILAZIONE
CERA INGUINE TOTALE,EPILAZIONE
CERA MEZZA GAMBA+ INGUINE,EPILAZIONE
CERA GLUTEI,EPILAZIONE
SOPRACCIGLIA,EPILAZIONE
CERA LABIALE,EPILAZIONE
CERA MEZZA GAMBA  ,EPILAZIONE
CERA VISO,EPILAZIONE
CERA SCHIENA,EPILAZIONE
CERA PETTO,EPILAZIONE
CERA PETTO+ADDOME,EPILAZIONE
CERA ASCELLE,EPILAZIONE
CERA BRACCIA,EPILAZIONE
CERA INGUINE,EPILAZIONE
CERA GAMBE,EPILAZIONE
"CERA INTERA GAMBE,INGUINE TOTALE",EPILAZIONE
"CERA INTERA GAMBE,INGUINE",EPILAZIONE
TRATT. L.P. COUPEROSE,IPL
FOTORINGIOVANIMENTO,IPL
L.P. 1/2 GAMBA+INGUINE,IPL
L.P. INESTETISMI CUTANEI,IPL
L.P. LINEA ALBA,IPL
L.P. INTERA+INGUINE,IPL
L.P. 1/2 GAMBA,IPL
L.P. TORACE,IPL
L.P. GAMBE,IPL
L.P. SCHIENA,IPL
L.P. INGUINE,IPL
L.P. ASCELLE,IPL
L.P. BRACCIA,IPL
L.P. VISO,IPL
L.P. MENTO,IPL
L.P. GLUTEI,IPL
L.P. LABBRO SUPERIORE,IPL
MASSAGGIO MAORI,MASSAGGI
MASSAGGIO LOMI LOMI,MASSAGGI
MASSAGGIO SPORTIVO,MASSAGGI
SAVONAGE,MASSAGGI
MASSAGGIO  30min,MASSAGGI
M. AYURVEDICO 90MIN,MASSAGGI
MASSAGGIO DI COPPIA 30min,PERCORSI BENESSERE  E SPA
MASSAGGIO EMO-LINFATICO,MASSAGGI
MASSAGGIO DECONTRATTURANTE,MASSAGGI
MASSAGGIO DI COPPIA,PERCORSI BENESSERE  E SPA
CANDLE MASSAGE,MASSAGGI
MASSAGGIO AL PINDASWEDA,MASSAGGI
MASSAGGIO SALINO,MASSAGGI
MASSAGGIO CIRCOLATORIO,MASSAGGI
MASSAGGIO STONE,MASSAGGI
MASSAGGIO CON OLI CALDI,MASSAGGI
MASSAGGIO AYURVEDICO,MASSAGGI
MASSAGGIO CERVICALE,MASSAGGI
CRANIO SACRALE PARZIALE,MASSAGGI
MASSAGGIO CONNETTIVALE,MASSAGGI
RIFLESSOLOGIA PLANTARE 30min,MASSAGGI
RIFLESSOLOGIA PLANTARE,MASSAGGI
MASSAGGIO ANTISTRESS,MASSAGGI
MASSAGGIO ANTICELLULITE,MASSAGGI
LINFODRENAGGIO DR. VOODER,MASSAGGI
ZONA RELAX ,PERCORSI BENESSERE  E SPA
ZONA RELAX ,PERCORSI BENESSERE  E SPA
BAGNO TURCO,PERCORSI BENESSERE  E SPA
SAUNA,PERCORSI BENESSERE  E SPA
PEDICURE ESTETICO+SEMIPERMANENTE,NAILS
RICOSTRUZIONE CARTINE,NAILS
COPERTURA UNGHIE NATURALI,NAILS
ACRILGEL ,NAILS
RITOCCO GEL,NAILS
TRATTAMENTO IBX,NAILS
PEDICURE SUP+SEMIPERMANENTE,NAILS
MANICURE+SEMIPERMANENTE,NAILS
SMONTAGGIO SEMI+MANI,NAILS
TRATT. MANI,NAILS
BENDAGGIO PIEDI,NAILS
SEMIPERMANENTE PIEDI,NAILS
TRATT. MANI ANTI AGE,NAILS
SMONTAGGIO+SEMIPERMANENTE,NAILS
SEMIPERMANENTE MANI,NAILS
SMONTAGGIO SEMIPERMANENTE,NAILS
MANICURE RAPID+SEMIPERMANENTE,NAILS
SMONTAGGIO GEL,NAILS
SCRUB PIEDI,NAILS
RICOSTRUZIONE PIEDI GEL CON FRENCH,NAILS
RICOSTRUZIONE DI UN UNGHIA,NAILS
FRENCH MANICURE,NAILS
FRENCH PEDICURE,NAILS
CAMBIO SMALTO,NAILS
COPERTURA PIEDI IN GEL ,NAILS
RICOSTRUZIONE PIEDI IN GEL ,NAILS
RICOSTRUZIONE UNGHIE GEL CON FRENCH,NAILS
MANICURE,NAILS
PEDICURE SUPERIORE,NAILS
PEDICURE ESTETICO,NAILS
SMART BOX,VARIE
CECK UP ,VARIE
CARBON MASK,VISO
LAMINAZIONE SOPRACCIGLIA,VISO
NEEDLING LABBRA,VISO
LAMINAZIONE CIGLIA,VISO
NEEDLING,VISO
ENDERMOLOGIE VISO 30min,VISO
ENDERMOLOGIE VISO 45min,VISO
NERIVA TRATT. VIP,VISO
CONNETTIVALE VISO,VISO
PULIZIA VISO DOPPI ACIDI,VISO
NERIVA TRATT. HELIX,VISO
MICRODERMOABRASIONE,VISO
ELETTROPORATORE VISO,VISO
RADIOFREQUENZA VISO,VISO
NERIVA TRATT. BIOESSENZA,VISO
TRATT. SMART LABBRA OCCHI,VISO
TRATTAMENTO 7 ACIDI,VISO
TRATT. VISO X2 30min,VISO
NERIVA TRATT.BIOCOSMECEUTICO,VISO
NERIVA TRATT. ECLAIRAGE,VISO
LINFODRENAGGIO VISO,VISO
TINTURA SOPRACCIGLIA,VISO
PULIZIA VISO,VISO
*RIFLESSANTE,HAIR
*INOA,HAIR
*METAL DETOX,HAIR
*BALAYAGE,HAIR
*LAMINAZIONE CAPILLARE,HAIR
*FIALA AMINEXYL,HAIR
*TAGLIO BIMBO,HAIR
*TRATTAMENTO AMINEXIL/SERIOXYL,HAIR
*TIRAGGIO KERATINA,HAIR
*TONALIZZANTE,HAIR
*TRATTAMENTO SCALP ADVANCED,HAIR
*TAGLIO UOMO,HAIR
*PUNTI LUCE,HAIR
*PUNTI LUCE PARZIALE,HAIR
*SHATUSH,HAIR
*COLORE,HAIR
*TAGLIO DONNA+PIEGA,HAIR
*TAGLIO DONNA,HAIR
*PIEGA,HAIR
VISO RELAX  DI COPPIA,PERCORSI BENESSERE  E SPA
BAGNO DI ALGHE,THALAXOTERM
B. VAPORE CELLULITE COMPATTA,THALAXOTERM
B. VAPORE CELLULITE EDEMATOSA,THALAXOTERM
TRATTAMENTO SLIM ,THALAXOTERM
FANGOTERAPIA ,THALAXOTERM
CERA GAMBE UOMO,EPILAZIONE
CERA BRACCIA UOMO,EPILAZIONE
CERA TORACE UOMO,EPILAZIONE
RAPID MANI,NAILS
RAPID PIEDI,NAILS
TRATT. PIEDI SUBLIMI,NAILS
Taglio - Capelli Corti,Non Prenotabili
Taglio - Capelli Medi,Non Prenotabili
Taglio - Capelli Lunghi,Non Prenotabili
Taglio Bimbo/A - Capelli Corti,Non Prenotabili
Taglio Bimbo/A - Capelli Medi,Non Prenotabili
Taglio Bimbo/A - Capelli Lunghi,Non Prenotabili
Piega - Capelli Corti,Non Prenotabili
Piega - Capelli Medi,Non Prenotabili
Piega - Capelli Lunghi,Non Prenotabili
App Ritocco Colore - Capelli Corti,Non Prenotabili
App Ritocco Colore - Capelli Medi,Non Prenotabili
App Ritocco Colore - Capelli Lunghi,Non Prenotabili
App Colore Completo - Capelli Corti,Non Prenotabili
App Colore Completo - Capelli Medi,Non Prenotabili
App Colore Completo - Capelli Lunghi,Non Prenotabili
App Meches Completo - Capelli Corti,Non Prenotabili
App Meches Completo - Capelli Medi,Non Prenotabili
App Meches Completo - Capelli Lunghi,Non Prenotabili
App Balayage - Capelli Corti,Non Prenotabili
App Balayage - Capelli Medi,Non Prenotabili
App Balayage - Capelli Lunghi,Non Prenotabili
App Permanente - Capelli Corti,Non Prenotabili
App Permanente - Capelli Medi,Non Prenotabili
App Permanente - Capelli Lunghi,Non Prenotabili
App Riflessante - Capelli Corti,Non Prenotabili
App Riflessante - Capelli Medi,Non Prenotabili
App Riflessante - Capelli Lunghi,Non Prenotabili
App Keratina - Capelli Corti,Non Prenotabili
App Keratina - Capelli Medi,Non Prenotabili
App Keratina - Capelli Lunghi,Non Prenotabili
Tonalizzante - Capelli Corti,Non Prenotabili
Tonalizzante - Capelli Medi,Non Prenotabili
Tonalizzante - Capelli Lunghi,Non Prenotabili
Trattamento Cute - Capelli Corti,Non Prenotabili
Trattamento Cute - Capelli Medi,Non Prenotabili
Trattamento Cute - Capelli Lunghi,Non Prenotabili
 Piega Babyliss - Capelli Corti,Non Prenotabili
 Piega Babyliss - Capelli Medi,Non Prenotabili
 Piega Babyliss - Capelli Lunghi,Non Prenotabili
Piega Onde - Capelli Corti,Non Prenotabili
Piega Onde - Capelli Medi,Non Prenotabili
Piega Onde - Capelli Lunghi,Non Prenotabili
Piega Frisè - Capelli Corti,Non Prenotabili
Piega Frisè - Capelli Medi,Non Prenotabili
Piega Frisè - Capelli Lunghi,Non Prenotabili
Stiratura Keratina - Capelli Corti,Non Prenotabili
Stiratura Keratina - Capelli Medi,Non Prenotabili
Stiratura Keratina - Capelli Lunghi,Non Prenotabili
Pettinata - Capelli Corti,Non Prenotabili
Pettinata - Capelli Medi,Non Prenotabili
Pettinata - Capelli Lunghi,Non Prenotabili
Maschera Colorata - Capelli Corti,Non Prenotabili
Maschera Colorata - Capelli Medi,Non Prenotabili
Maschera Colorata - Capelli Lunghi,Non Prenotabili
Maschera Keratina - Capelli Corti,Non Prenotabili
Taglio(Solo Frangia) - Capelli Corti,Non Prenotabili
Shampoo - Capelli Corti,Non Prenotabili
Maschera Keratina - Capelli Medi,Non Prenotabili
Maschera Keratina - Capelli Lunghi,Non Prenotabili
Taglio(Solo Frangia) - Capelli Medi,Non Prenotabili
